lemma,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
"corn fritters",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"corn muffin",0,0,0,5,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,3,0,7,2,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
"corn on the cob",4,1,5,22,2,7,1,1,17,26,1,14,5,1,1,6,9,1,13,9,6,5,3,5,0,3,0,0,9,0,14,7,1,17,3,5,25,0,8,1,9,23,1,0,10,5,1,6,0
"corn pops",0,0,1,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,2,0,0,0
"cornbread",70,7,20,68,2,12,10,7,69,92,0,58,22,6,8,16,81,1,31,15,54,10,47,31,0,4,7,1,20,1,46,43,3,30,12,5,35,2,46,0,35,131,3,0,43,14,6,12,0
"cornbread dressing",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"corned beef",1,4,0,39,3,5,0,2,15,4,0,19,3,1,0,1,0,0,9,15,36,3,1,5,0,1,3,2,10,0,29,2,0,17,0,8,6,0,3,0,1,5,0,1,19,7,1,12,1
"corned beef hash",2,1,0,19,1,3,0,3,7,2,0,9,1,0,1,0,0,1,1,1,4,0,1,1,1,0,1,0,1,0,9,3,0,2,2,2,2,0,1,0,1,0,0,1,3,1,0,2,0
"corned beef sandwich",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,2,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"cornish hens",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0
"cottage cheese",2,3,0,26,2,4,1,1,11,9,1,8,10,3,2,2,2,0,5,4,13,3,0,7,1,2,2,2,9,0,12,5,0,20,4,3,9,2,2,0,7,15,1,0,6,12,1,7,0
"couscous",1,0,0,10,0,1,1,1,3,2,0,3,2,0,0,0,1,0,1,3,0,3,1,2,0,0,2,0,5,0,15,1,0,5,1,1,4,1,0,0,1,3,0,0,29,1,0,1,0
"crab",28,15,6,200,10,10,28,27,175,82,1,40,16,8,9,9,50,2,232,38,23,13,11,24,0,8,26,1,45,5,129,43,5,34,9,7,116,9,57,1,21,102,3,0,61,38,7,12,0
"crab cake",5,1,0,30,1,5,6,6,32,19,0,10,1,1,2,2,11,1,77,7,6,2,1,6,0,1,1,3,13,0,24,10,0,17,4,5,26,0,13,0,3,16,0,0,23,7,1,6,0
"crab meat",1,0,1,3,1,0,1,0,1,5,0,1,1,0,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0
"crackers",19,23,11,77,6,8,3,6,61,50,1,39,26,11,10,11,28,4,22,25,37,12,14,14,2,4,6,0,20,4,29,28,1,47,6,6,28,3,20,3,17,65,5,1,25,13,8,15,1
"crayfish",1,1,0,3,0,0,1,0,3,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"cream cheese",7,9,1,98,10,14,10,6,40,23,1,35,11,5,9,1,4,4,18,32,24,19,4,12,2,0,5,3,41,3,86,15,1,27,2,9,32,9,14,0,8,35,5,2,15,8,3,6,0
"cream cheese frosting",1,3,0,14,1,0,0,1,4,4,1,2,1,0,1,0,0,0,0,2,1,2,0,3,0,0,1,0,1,0,6,2,1,2,0,1,2,0,0,0,1,3,0,0,3,2,0,1,1
"creamed corn",2,0,1,4,0,1,0,0,3,6,0,2,2,1,1,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,3,0,1,1,0,2,0,1,0,1,7,1,0,0,0,1,1,0
"crunchy peanut butter",1,3,0,2,0,0,1,0,5,0,0,0,4,0,0,0,0,1,1,1,2,2,0,1,0,0,1,0,1,1,2,0,0,6,1,0,0,0,0,0,1,3,0,0,2,1,0,0,1
"cucumber",9,7,7,74,11,4,3,8,26,22,2,21,13,1,4,5,17,2,15,12,13,5,5,8,1,2,3,0,9,1,26,9,1,22,2,6,26,1,10,1,7,38,2,2,6,9,0,6,2
"dates",0,1,0,7,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0
"deep dish pizza",3,1,0,13,2,0,1,2,5,3,0,122,2,1,0,0,0,0,3,2,5,1,0,1,0,1,0,0,0,0,4,1,0,9,1,0,1,0,0,0,0,5,0,0,1,2,0,2,0
"digiorno pizza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"donuts",131,89,40,1107,61,67,31,41,342,290,6,223,122,33,56,82,198,12,139,122,194,70,74,111,6,28,66,11,132,26,305,238,7,287,71,82,255,19,162,12,130,730,28,3,205,141,24,73,4
"double cheeseburger",7,3,4,24,3,3,2,1,9,16,1,14,10,1,2,4,7,0,4,2,12,2,3,4,1,2,1,0,9,1,9,9,0,12,1,1,5,2,7,0,2,14,1,2,3,3,1,5,0
"duck fat",0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"dungeness crab",0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"egg",131,224,96,796,96,108,46,85,368,358,20,316,150,65,53,93,197,12,233,166,265,98,96,129,3,29,127,26,256,25,491,216,12,352,70,84,376,34,198,11,151,750,35,11,247,123,36,119,6
"egg mcmuffin",0,1,0,12,1,3,0,0,4,3,0,4,1,0,0,1,1,0,3,0,6,0,0,1,0,0,0,0,0,0,3,2,0,0,0,4,2,0,0,0,1,4,0,0,2,4,0,0,0
"egg noodles",0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"egg roll",14,10,6,67,7,12,6,9,17,28,0,18,15,10,5,6,11,1,19,12,16,13,7,10,0,0,10,0,20,2,17,24,0,24,7,4,15,4,10,2,8,59,6,0,18,8,6,7,0
"egg whites",3,4,2,33,2,4,0,0,18,6,0,6,3,1,1,4,6,0,5,1,8,5,1,5,0,0,6,1,10,1,27,2,0,7,2,0,14,0,2,0,1,33,2,0,3,5,2,0,0
"eggnog",14,9,3,52,10,19,6,2,33,32,2,16,24,8,14,11,17,2,28,26,19,14,5,11,2,5,1,3,31,4,46,21,1,45,9,8,38,10,12,2,15,51,7,1,22,28,5,18,0
"eggplant",1,3,0,22,1,1,0,4,6,6,0,2,2,0,1,2,3,1,2,6,1,1,1,1,0,1,2,1,8,0,18,2,0,0,1,1,6,2,4,0,4,7,0,0,1,0,2,0,0
"falafel",1,1,1,37,6,3,0,7,7,2,0,20,2,0,1,0,2,1,5,8,8,4,0,6,0,1,0,0,9,0,47,0,0,6,1,2,8,1,4,0,1,10,1,0,2,6,1,2,0
"feta cheese",1,0,1,2,0,1,0,1,5,1,0,4,0,0,1,0,2,1,2,1,2,1,0,0,0,0,1,0,0,0,3,1,0,3,1,1,2,0,0,0,1,2,0,0,6,1,0,0,0
"flatbread",0,0,0,3,0,3,0,1,5,1,0,3,3,2,0,2,1,1,4,3,4,0,0,8,0,1,2,2,3,0,4,0,0,3,1,1,4,0,2,0,0,3,0,1,1,1,0,0,0
"flounder",1,1,0,5,3,0,0,0,6,1,1,1,0,0,0,0,1,0,7,2,1,1,0,0,0,0,0,0,3,0,1,3,0,0,1,0,2,0,3,0,1,6,0,0,1,0,0,2,0
"fortune cookie",25,15,16,151,11,14,4,8,56,25,3,43,20,9,13,13,11,4,23,24,30,14,13,9,1,6,10,2,31,4,50,31,0,39,18,5,37,4,16,3,24,96,17,0,32,15,14,10,1
"french bread",1,0,0,11,0,0,1,1,0,1,0,3,1,0,0,0,5,0,1,2,1,0,0,0,1,0,1,0,4,0,3,1,0,2,1,0,2,0,1,0,2,8,0,1,1,0,1,1,0
"fried catfish",1,0,2,5,0,0,0,0,0,4,0,3,0,1,0,0,5,0,0,0,5,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,2,6,0,0,0,0,0,2,0
"fried chicken",61,25,24,302,23,24,26,27,151,167,5,100,39,19,26,35,116,0,107,59,70,19,47,51,1,4,23,4,108,5,273,117,6,84,25,26,110,6,76,1,96,206,12,0,101,55,5,15,1
"fried eggs",9,10,11,117,5,4,4,9,35,25,0,23,11,2,7,8,23,2,21,17,26,10,9,7,1,1,21,3,16,6,49,25,1,32,12,14,34,1,8,1,16,60,4,4,17,16,3,13,0
"fried mushrooms",0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,1,0,0,1
"fried oysters",2,0,0,1,0,1,0,0,3,3,0,1,1,0,0,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,4,0,0,0,0
"fried plantains",0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"fried pork chops",2,0,1,3,0,2,0,1,3,10,0,4,0,0,0,2,8,0,1,0,2,1,2,0,0,0,0,0,0,0,2,7,0,0,0,0,2,0,2,0,1,1,0,0,4,0,0,0,0
"fried potatoes",0,2,3,14,0,0,2,3,7,5,0,2,2,0,0,4,1,0,5,1,2,1,0,2,0,0,0,0,3,2,7,2,0,8,0,2,1,0,0,0,4,9,0,0,4,1,1,0,0
"fried rice",6,3,5,23,4,3,1,2,9,21,0,21,4,1,3,3,7,0,12,7,11,1,9,4,0,1,1,0,13,0,16,8,0,9,3,4,14,1,5,0,6,27,1,1,8,8,0,7,0
"fried shrimp",3,0,0,14,1,0,0,1,7,14,0,4,4,0,1,1,10,1,3,1,1,0,8,1,0,0,1,0,4,0,10,4,0,3,1,1,2,1,6,0,3,10,0,0,3,3,1,0,0
"fried tofu",0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"fried turkey",2,0,0,7,0,1,2,0,4,9,0,7,0,1,0,2,5,1,4,1,6,1,1,2,0,0,3,0,1,1,7,6,0,2,0,0,4,0,3,0,2,14,0,0,4,1,0,2,0
"frozen pizza",20,12,11,35,8,15,6,0,40,28,1,58,54,20,12,31,29,0,16,13,68,42,7,41,3,6,7,3,14,2,27,26,0,79,19,4,34,3,16,3,39,77,7,0,31,15,13,23,0
"frozen yogurt",19,26,3,251,20,11,4,9,96,54,10,43,37,13,6,21,13,0,32,40,17,14,10,18,0,2,14,3,40,4,69,51,5,19,9,13,44,9,16,1,25,131,17,1,31,23,5,74,0
"fruit and walnut salad",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"fruit flavored yogurt",0,1,0,9,0,3,0,1,2,1,0,4,1,1,0,0,0,0,2,2,0,0,0,0,0,1,2,0,2,0,2,0,0,1,1,0,21,0,0,0,1,3,0,0,0,1,0,1,0
"fruitcake",1,1,1,12,1,2,1,2,4,4,0,4,8,1,2,1,4,1,1,3,5,2,2,1,0,0,2,2,1,1,4,6,0,3,0,2,3,0,1,2,1,10,3,0,4,3,0,1,0
"garlic bread",8,6,3,48,4,5,3,2,20,12,0,23,10,1,2,4,15,1,12,8,12,2,5,9,0,2,5,0,12,0,13,12,0,16,5,5,12,3,8,0,10,30,1,1,9,9,8,6,0
"general tso''s chicken",1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,4,0,4,3,0,3,0,3,6,0,0,0,0,4,0,0,3,1,0,0,0
"ghirardelli ice cream",0,0,0,116,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gingerbread cookie",1,0,0,5,1,1,0,0,1,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
"girl scout cookie",12,10,4,78,10,10,4,6,12,32,1,15,12,5,3,5,10,1,14,14,21,11,3,16,0,1,3,4,18,3,39,17,1,34,7,4,30,3,16,1,9,51,3,2,17,9,3,9,0
"glazed donut",2,2,0,10,2,1,0,0,6,2,0,0,1,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,0,7,0,1,1,0,5,0,0,2,0,0,0,0
"goat cheese",2,5,1,41,3,1,1,7,13,4,1,11,7,1,0,3,6,0,5,12,6,0,0,5,0,1,2,1,0,0,27,7,0,7,0,4,9,1,7,0,6,13,2,2,5,7,1,0,0
"goat meat",0,0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"graham crackers",3,1,0,7,1,0,0,0,6,2,0,3,0,0,0,3,2,0,2,1,1,1,2,0,0,1,1,0,3,0,8,1,0,4,2,1,2,0,1,0,1,1,0,0,2,1,0,1,0
"grapefruit",4,4,0,22,3,2,1,1,10,10,0,6,2,1,0,0,3,0,3,11,6,1,2,3,0,0,4,1,9,1,22,3,1,5,1,2,5,0,5,1,2,20,0,0,5,5,1,4,0
"grapes",26,12,16,111,15,8,5,5,48,52,0,33,18,3,6,6,29,1,35,27,28,12,9,18,1,5,9,1,40,2,42,23,0,44,14,9,37,1,23,2,20,76,6,0,24,14,9,3,2
"greek yogurt",2,2,0,30,6,3,1,1,13,4,1,7,6,2,2,1,6,0,0,7,10,5,2,7,0,2,3,2,5,0,18,9,0,11,1,6,12,0,7,0,1,14,1,0,6,6,0,4,0
"green beans",17,5,14,56,9,5,2,2,30,39,0,34,19,8,3,15,28,2,12,19,21,12,13,24,0,4,1,6,13,5,17,35,0,36,8,17,16,2,17,0,30,63,2,1,27,11,7,10,1
"green onion",0,1,0,20,2,0,0,1,3,0,0,1,2,0,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,2,1,1,0,7,3,0,0,0
"green peas",0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
"green pepper",0,2,1,2,2,0,0,0,3,5,0,5,3,1,1,1,1,0,1,3,6,1,0,2,0,0,0,0,0,0,6,1,0,5,0,0,7,0,3,0,1,2,0,1,4,0,0,0,0
"green tomatoes",2,0,1,0,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0
"grilled chicken sandwich",3,0,0,4,0,1,0,0,1,3,0,2,0,0,0,0,2,0,1,2,2,0,0,2,0,0,0,0,2,0,2,7,0,4,1,2,2,0,0,0,0,7,0,0,1,1,0,0,0
"grilled ham",0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
"grits",40,4,8,47,8,9,5,13,88,131,1,27,9,1,3,3,66,0,21,15,17,5,23,10,0,1,1,0,20,1,52,78,0,39,5,2,32,0,84,0,25,91,1,0,28,7,2,4,0
"ground beef",7,0,0,20,1,2,0,2,8,10,0,14,2,1,0,3,4,0,3,1,7,1,3,0,0,0,0,0,6,1,9,7,1,4,1,1,5,0,3,0,4,15,2,0,2,2,0,1,0
"ground turkey",0,1,0,5,0,1,0,0,1,5,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0
"haddock",0,0,0,1,0,1,0,0,2,4,0,0,0,14,0,0,0,1,2,2,0,0,0,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"halibut",0,1,0,9,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,4,0,0,1,3,0,1,0
"ham",3,3,0,15,1,2,0,0,13,9,0,12,5,1,1,5,10,1,9,8,20,3,4,3,0,3,2,2,4,0,11,19,1,11,2,0,10,1,4,0,5,17,3,0,8,3,0,6,0
"ham and cheese sandwich",3,0,1,2,1,1,1,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3,0,2,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0
"hamburger",27,14,6,112,12,11,2,2,38,38,1,34,19,3,12,11,48,0,22,16,28,10,18,19,0,6,10,1,30,6,48,26,3,38,9,7,36,0,19,1,13,112,4,0,21,19,4,7,2
"hard candy",7,5,9,63,12,10,6,4,34,21,0,25,19,5,1,12,11,2,31,17,38,14,5,17,4,4,9,3,23,2,61,17,0,39,10,8,56,8,8,3,13,49,1,0,17,14,8,11,1
"herring",1,0,3,7,0,2,0,0,18,5,0,0,3,0,0,5,2,0,0,0,4,0,2,1,0,0,1,0,1,0,11,6,0,0,1,0,4,0,1,0,1,3,0,0,12,2,2,0,0
"honey baked ham",4,1,0,25,3,0,0,0,20,29,2,3,1,0,0,0,3,0,4,1,3,2,4,0,0,0,5,0,2,0,1,7,0,11,0,0,8,0,2,0,3,6,0,0,8,0,1,0,0
"hot dog",44,71,32,378,31,53,16,32,178,106,6,245,58,35,29,29,53,9,76,101,112,46,27,52,4,16,24,8,107,9,276,86,6,151,31,24,197,14,52,7,57,208,21,3,93,57,15,48,0
"hummus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ice cream",321,256,167,2406,179,319,122,110,961,746,38,732,419,159,151,245,459,65,547,589,789,263,265,315,16,69,175,56,663,72,1237,602,23,1029,152,171,822,98,331,39,365,1716,138,28,538,342,108,296,8
"ice cream cone",0,0,1,11,0,0,1,0,1,1,0,5,1,1,0,1,2,1,2,1,3,1,0,1,0,0,0,0,2,0,1,0,0,6,1,2,1,0,1,0,2,4,1,0,1,0,1,2,0
"ice cream sandwich",2,0,0,4,0,0,1,0,3,1,0,3,0,0,1,0,2,0,1,2,2,1,0,2,0,0,1,0,1,0,2,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"italian beef sandwich",1,3,0,10,2,1,0,0,1,0,0,94,2,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,2,5,0,0,0,0,0,3,0
"italian sausage",1,1,0,6,4,2,0,2,4,2,0,10,2,1,0,3,2,0,1,2,3,1,0,2,0,3,0,0,3,0,6,4,0,4,0,2,7,0,0,0,2,6,2,1,1,2,0,1,0
"jack cheese",1,1,3,15,1,1,1,1,1,3,0,6,2,1,0,2,1,1,4,4,1,1,0,2,0,1,1,0,1,0,2,2,0,8,0,1,3,0,1,0,0,10,0,0,4,0,2,1,0
"jelly donut",0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"kale",1,5,1,69,6,6,0,6,17,12,1,13,18,2,6,3,4,3,8,6,8,10,6,5,0,2,5,0,3,2,42,6,3,6,3,7,8,1,6,0,11,27,2,1,10,5,1,5,0
"kentucky fried chicken",0,0,0,2,2,2,0,0,2,4,0,4,1,0,1,1,1,0,5,1,3,0,1,2,0,0,0,0,0,1,3,2,0,1,1,2,5,0,2,0,0,6,0,0,3,2,0,1,0
"kettle corn",1,6,2,26,3,2,3,2,7,3,0,3,2,1,3,3,1,0,3,4,7,4,0,5,1,0,1,3,4,1,10,4,0,9,4,0,5,1,1,0,3,8,0,0,7,3,0,1,0
"key lime pie",3,3,1,19,3,1,0,2,53,17,1,7,0,0,0,1,1,0,2,1,6,4,0,4,0,1,3,1,7,0,12,5,0,9,1,1,1,0,3,0,7,17,0,1,6,2,0,4,0
"king cake",1,0,0,1,1,0,0,0,0,2,0,2,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0
"king crab",19,5,7,25,8,6,3,8,57,71,0,20,10,1,3,9,6,0,19,4,21,7,14,14,0,1,11,0,22,2,25,35,0,17,6,1,34,0,20,1,11,25,2,0,22,1,5,8,1
"kiwis",2,0,0,7,0,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,2,0,6,2,0,1,0,0,3,0,0,0,1,3,0,0,0,1,0,0,0
"kung pao chicken",0,1,0,6,2,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,6,0,0,4,1,0,1,0
"lamb burger",0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
"lamb chops",0,1,1,14,0,1,0,3,3,1,1,3,2,0,0,0,1,0,0,2,5,1,1,1,1,0,1,1,1,0,15,1,0,0,0,0,1,0,1,0,1,4,1,0,1,0,0,1,0
"lemon bar",0,0,2,3,1,0,1,0,30,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,24,0,0,1,1,0,2,0
"lemon chicken",7,13,4,84,3,4,0,4,15,9,0,32,8,2,0,4,2,1,13,6,9,3,0,10,0,1,7,0,2,2,12,3,0,7,5,3,8,0,1,0,3,44,1,2,10,6,1,8,0
"lemon cookie",0,0,0,6,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"lentils",0,0,0,10,2,1,0,0,2,2,0,0,1,1,0,1,0,0,0,11,0,3,1,1,1,0,0,0,2,0,8,0,0,0,0,0,3,0,0,0,0,7,1,0,0,5,1,0,0
"lettuce",9,7,5,85,6,7,2,5,16,25,0,20,17,7,9,8,15,0,18,20,25,11,6,15,1,2,2,3,16,5,51,21,2,31,9,4,28,5,9,0,13,58,5,2,24,9,1,12,0
"lima beans",3,0,0,5,0,0,1,0,3,2,0,0,2,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,1,0,3,2,1,4,1,0,1,0,4,0,1,4,0,0,4,1,0,0,0
"little debbie cakes",4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0
"loaded baked potato",1,1,3,1,0,0,0,0,5,0,0,0,1,0,1,1,1,0,2,0,0,1,2,0,0,1,0,0,1,1,4,1,0,1,1,0,0,0,4,0,2,5,0,0,0,1,1,0,0
"lobster",18,15,9,160,12,28,3,8,94,42,1,45,18,6,7,10,19,57,26,105,30,17,11,19,0,3,25,13,46,0,132,31,3,44,4,8,40,13,16,2,21,70,4,1,23,24,7,12,1
"mac and cheese",30,12,16,156,8,28,11,8,73,64,1,55,32,20,17,12,20,3,58,26,59,32,13,23,1,10,14,2,33,5,109,42,8,76,7,14,72,6,24,2,39,78,7,1,38,39,7,27,1
"macaroni",13,4,8,30,2,10,0,5,32,40,0,28,14,4,8,7,18,0,9,6,24,11,6,13,0,1,3,1,15,3,25,17,0,38,4,3,15,0,23,0,13,55,1,0,15,7,3,15,0
"magnum ice cream bar",2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0
"mango",13,12,6,145,6,16,8,6,122,46,1,35,12,4,4,4,18,2,38,20,40,17,5,16,1,7,14,2,33,0,81,26,3,31,10,5,38,2,18,1,17,89,4,1,41,27,12,8,1
"mango salsa",0,1,0,4,0,0,0,1,5,1,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,2,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
"mango sorbet",0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,0,1,2,0,0,0,0,3,0,0,2,1,0,1,0
"maple oatmeal",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"mashed potatoes",32,22,17,151,18,31,12,8,92,82,3,69,53,12,18,24,52,3,62,34,57,25,33,42,0,9,19,4,44,11,90,62,0,89,16,19,78,6,39,3,47,147,5,4,43,23,12,21,2
"mayonnaise",2,2,0,18,0,4,1,2,20,7,0,4,7,5,1,5,4,0,6,2,4,0,6,4,0,0,1,0,10,0,11,3,0,10,0,2,6,0,6,1,7,23,0,0,5,4,3,1,0
"milk duds",2,0,1,1,1,3,1,0,4,1,0,5,6,3,2,2,3,0,1,2,5,0,1,4,0,1,0,0,1,0,3,3,1,2,1,0,2,2,3,0,1,17,0,0,2,2,1,3,0
"millet",0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"mixed nuts",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
"mushrooms",13,16,4,137,8,11,2,6,36,25,0,34,10,5,4,14,13,1,15,21,25,15,9,13,0,4,10,2,18,3,56,27,3,28,5,10,29,5,6,0,9,60,5,2,13,21,7,11,1
